Audio path,Prompt path
dataset\audio\MC01Session3wav_headMic0264.wav,dataset\prompts\MC01Session3prompts0264.txt
dataset\audio\MC01Session3wav_headMic0265.wav,dataset\prompts\MC01Session3prompts0265.txt
dataset\audio\MC01Session3wav_headMic0266.wav,dataset\prompts\MC01Session3prompts0266.txt
dataset\audio\MC01Session3wav_headMic0267.wav,dataset\prompts\MC01Session3prompts0267.txt
dataset\audio\MC01Session3wav_headMic0268.wav,dataset\prompts\MC01Session3prompts0268.txt
dataset\audio\MC01Session3wav_headMic0269.wav,dataset\prompts\MC01Session3prompts0269.txt
dataset\audio\MC01Session3wav_headMic0270.wav,dataset\prompts\MC01Session3prompts0270.txt
dataset\audio\MC01Session3wav_headMic0271.wav,dataset\prompts\MC01Session3prompts0271.txt
dataset\audio\MC01Session3wav_headMic0272.wav,dataset\prompts\MC01Session3prompts0272.txt
dataset\audio\MC01Session3wav_headMic0273.wav,dataset\prompts\MC01Session3prompts0273.txt
dataset\audio\MC01Session3wav_headMic0274.wav,dataset\prompts\MC01Session3prompts0274.txt
dataset\audio\MC01Session3wav_headMic0275.wav,dataset\prompts\MC01Session3prompts0275.txt
dataset\audio\MC01Session3wav_headMic0276.wav,dataset\prompts\MC01Session3prompts0276.txt
dataset\audio\MC01Session3wav_headMic0277.wav,dataset\prompts\MC01Session3prompts0277.txt
dataset\audio\MC01Session3wav_headMic0278.wav,dataset\prompts\MC01Session3prompts0278.txt
dataset\audio\MC01Session3wav_headMic0279.wav,dataset\prompts\MC01Session3prompts0279.txt
dataset\audio\MC01Session3wav_headMic0280.wav,dataset\prompts\MC01Session3prompts0280.txt
dataset\audio\MC01Session3wav_headMic0281.wav,dataset\prompts\MC01Session3prompts0281.txt
dataset\audio\MC01Session3wav_headMic0282.wav,dataset\prompts\MC01Session3prompts0282.txt
dataset\audio\MC01Session3wav_headMic0283.wav,dataset\prompts\MC01Session3prompts0283.txt
dataset\audio\MC01Session3wav_headMic0284.wav,dataset\prompts\MC01Session3prompts0284.txt
dataset\audio\MC01Session3wav_headMic0285.wav,dataset\prompts\MC01Session3prompts0285.txt
dataset\audio\MC01Session3wav_headMic0286.wav,dataset\prompts\MC01Session3prompts0286.txt
dataset\audio\MC01Session3wav_headMic0287.wav,dataset\prompts\MC01Session3prompts0287.txt
dataset\audio\MC01Session3wav_headMic0288.wav,dataset\prompts\MC01Session3prompts0288.txt
dataset\audio\MC01Session3wav_headMic0289.wav,dataset\prompts\MC01Session3prompts0289.txt
dataset\audio\MC01Session3wav_headMic0290.wav,dataset\prompts\MC01Session3prompts0290.txt
dataset\audio\MC01Session3wav_headMic0291.wav,dataset\prompts\MC01Session3prompts0291.txt
dataset\audio\MC01Session3wav_headMic0292.wav,dataset\prompts\MC01Session3prompts0292.txt
dataset\audio\MC01Session3wav_headMic0293.wav,dataset\prompts\MC01Session3prompts0293.txt
dataset\audio\MC01Session3wav_headMic0294.wav,dataset\prompts\MC01Session3prompts0294.txt
dataset\audio\MC01Session3wav_headMic0295.wav,dataset\prompts\MC01Session3prompts0295.txt
dataset\audio\MC01Session3wav_headMic0296.wav,dataset\prompts\MC01Session3prompts0296.txt
dataset\audio\MC01Session3wav_headMic0297.wav,dataset\prompts\MC01Session3prompts0297.txt
dataset\audio\MC01Session3wav_headMic0298.wav,dataset\prompts\MC01Session3prompts0298.txt
dataset\audio\MC01Session3wav_headMic0299.wav,dataset\prompts\MC01Session3prompts0299.txt
dataset\audio\MC01Session3wav_headMic0300.wav,dataset\prompts\MC01Session3prompts0300.txt
dataset\audio\MC01Session3wav_headMic0301.wav,dataset\prompts\MC01Session3prompts0301.txt
dataset\audio\MC01Session3wav_headMic0302.wav,dataset\prompts\MC01Session3prompts0302.txt
dataset\audio\MC01Session3wav_headMic0303.wav,dataset\prompts\MC01Session3prompts0303.txt
dataset\audio\MC01Session3wav_headMic0304.wav,dataset\prompts\MC01Session3prompts0304.txt
dataset\audio\MC01Session3wav_headMic0305.wav,dataset\prompts\MC01Session3prompts0305.txt
dataset\audio\MC01Session3wav_headMic0306.wav,dataset\prompts\MC01Session3prompts0306.txt
dataset\audio\MC01Session3wav_headMic0307.wav,dataset\prompts\MC01Session3prompts0307.txt
dataset\audio\MC01Session3wav_headMic0308.wav,dataset\prompts\MC01Session3prompts0308.txt
dataset\audio\MC01Session3wav_headMic0309.wav,dataset\prompts\MC01Session3prompts0309.txt
dataset\audio\MC01Session3wav_headMic0310.wav,dataset\prompts\MC01Session3prompts0310.txt
dataset\audio\MC01Session3wav_headMic0311.wav,dataset\prompts\MC01Session3prompts0311.txt
dataset\audio\MC01Session3wav_headMic0312.wav,dataset\prompts\MC01Session3prompts0312.txt
dataset\audio\MC01Session3wav_headMic0313.wav,dataset\prompts\MC01Session3prompts0313.txt
dataset\audio\MC01Session3wav_headMic0314.wav,dataset\prompts\MC01Session3prompts0314.txt
dataset\audio\MC01Session3wav_headMic0315.wav,dataset\prompts\MC01Session3prompts0315.txt
dataset\audio\MC01Session3wav_headMic0316.wav,dataset\prompts\MC01Session3prompts0316.txt
dataset\audio\MC01Session3wav_headMic0317.wav,dataset\prompts\MC01Session3prompts0317.txt
dataset\audio\MC01Session3wav_headMic0318.wav,dataset\prompts\MC01Session3prompts0318.txt
dataset\audio\MC01Session3wav_headMic0319.wav,dataset\prompts\MC01Session3prompts0319.txt
dataset\audio\MC01Session3wav_headMic0320.wav,dataset\prompts\MC01Session3prompts0320.txt
dataset\audio\MC01Session3wav_headMic0321.wav,dataset\prompts\MC01Session3prompts0321.txt
dataset\audio\MC01Session3wav_headMic0322.wav,dataset\prompts\MC01Session3prompts0322.txt
dataset\audio\MC01Session3wav_headMic0323.wav,dataset\prompts\MC01Session3prompts0323.txt
dataset\audio\MC01Session3wav_headMic0324.wav,dataset\prompts\MC01Session3prompts0324.txt
dataset\audio\MC01Session3wav_headMic0325.wav,dataset\prompts\MC01Session3prompts0325.txt
dataset\audio\MC01Session3wav_headMic0326.wav,dataset\prompts\MC01Session3prompts0326.txt
dataset\audio\MC01Session3wav_headMic0327.wav,dataset\prompts\MC01Session3prompts0327.txt
dataset\audio\MC01Session3wav_headMic0328.wav,dataset\prompts\MC01Session3prompts0328.txt
dataset\audio\MC01Session3wav_headMic0329.wav,dataset\prompts\MC01Session3prompts0329.txt
dataset\audio\MC01Session3wav_headMic0330.wav,dataset\prompts\MC01Session3prompts0330.txt
dataset\audio\MC01Session3wav_headMic0331.wav,dataset\prompts\MC01Session3prompts0331.txt
dataset\audio\MC01Session3wav_headMic0332.wav,dataset\prompts\MC01Session3prompts0332.txt
dataset\audio\MC01Session3wav_headMic0333.wav,dataset\prompts\MC01Session3prompts0333.txt
dataset\audio\MC01Session3wav_headMic0334.wav,dataset\prompts\MC01Session3prompts0334.txt
dataset\audio\MC01Session3wav_headMic0335.wav,dataset\prompts\MC01Session3prompts0335.txt
dataset\audio\MC01Session3wav_headMic0336.wav,dataset\prompts\MC01Session3prompts0336.txt
dataset\audio\MC01Session3wav_headMic0337.wav,dataset\prompts\MC01Session3prompts0337.txt
dataset\audio\MC01Session3wav_headMic0338.wav,dataset\prompts\MC01Session3prompts0338.txt
dataset\audio\MC01Session3wav_headMic0339.wav,dataset\prompts\MC01Session3prompts0339.txt
dataset\audio\MC01Session3wav_headMic0340.wav,dataset\prompts\MC01Session3prompts0340.txt
dataset\audio\MC01Session3wav_headMic0341.wav,dataset\prompts\MC01Session3prompts0341.txt
dataset\audio\MC01Session3wav_headMic0342.wav,dataset\prompts\MC01Session3prompts0342.txt
dataset\audio\MC01Session3wav_headMic0343.wav,dataset\prompts\MC01Session3prompts0343.txt
dataset\audio\MC01Session3wav_headMic0344.wav,dataset\prompts\MC01Session3prompts0344.txt
dataset\audio\MC01Session3wav_headMic0345.wav,dataset\prompts\MC01Session3prompts0345.txt
dataset\audio\MC01Session3wav_headMic0346.wav,dataset\prompts\MC01Session3prompts0346.txt
dataset\audio\MC01Session3wav_headMic0347.wav,dataset\prompts\MC01Session3prompts0347.txt
dataset\audio\MC01Session3wav_headMic0348.wav,dataset\prompts\MC01Session3prompts0348.txt
dataset\audio\MC01Session3wav_headMic0349.wav,dataset\prompts\MC01Session3prompts0349.txt
dataset\audio\MC01Session3wav_headMic0350.wav,dataset\prompts\MC01Session3prompts0350.txt
dataset\audio\MC01Session3wav_headMic0351.wav,dataset\prompts\MC01Session3prompts0351.txt
dataset\audio\MC01Session3wav_headMic0352.wav,dataset\prompts\MC01Session3prompts0352.txt
dataset\audio\MC01Session3wav_headMic0353.wav,dataset\prompts\MC01Session3prompts0353.txt
dataset\audio\MC01Session3wav_headMic0354.wav,dataset\prompts\MC01Session3prompts0354.txt
dataset\audio\MC01Session3wav_headMic0355.wav,dataset\prompts\MC01Session3prompts0355.txt
dataset\audio\MC01Session3wav_headMic0356.wav,dataset\prompts\MC01Session3prompts0356.txt
dataset\audio\MC01Session3wav_headMic0357.wav,dataset\prompts\MC01Session3prompts0357.txt
dataset\audio\MC01Session3wav_headMic0358.wav,dataset\prompts\MC01Session3prompts0358.txt
dataset\audio\MC01Session3wav_headMic0359.wav,dataset\prompts\MC01Session3prompts0359.txt
dataset\audio\MC01Session3wav_headMic0360.wav,dataset\prompts\MC01Session3prompts0360.txt
dataset\audio\MC01Session3wav_headMic0361.wav,dataset\prompts\MC01Session3prompts0361.txt
dataset\audio\MC01Session3wav_headMic0362.wav,dataset\prompts\MC01Session3prompts0362.txt
dataset\audio\MC01Session3wav_headMic0363.wav,dataset\prompts\MC01Session3prompts0363.txt
dataset\audio\MC01Session3wav_headMic0364.wav,dataset\prompts\MC01Session3prompts0364.txt
dataset\audio\MC01Session3wav_headMic0365.wav,dataset\prompts\MC01Session3prompts0365.txt
dataset\audio\MC01Session3wav_headMic0366.wav,dataset\prompts\MC01Session3prompts0366.txt
dataset\audio\MC01Session3wav_headMic0367.wav,dataset\prompts\MC01Session3prompts0367.txt
dataset\audio\MC01Session3wav_headMic0368.wav,dataset\prompts\MC01Session3prompts0368.txt
dataset\audio\MC01Session3wav_headMic0369.wav,dataset\prompts\MC01Session3prompts0369.txt
dataset\audio\MC01Session3wav_headMic0370.wav,dataset\prompts\MC01Session3prompts0370.txt
dataset\audio\MC01Session3wav_headMic0371.wav,dataset\prompts\MC01Session3prompts0371.txt
dataset\audio\MC01Session3wav_headMic0372.wav,dataset\prompts\MC01Session3prompts0372.txt
dataset\audio\MC01Session3wav_headMic0373.wav,dataset\prompts\MC01Session3prompts0373.txt
dataset\audio\MC01Session3wav_headMic0374.wav,dataset\prompts\MC01Session3prompts0374.txt
dataset\audio\MC01Session3wav_headMic0375.wav,dataset\prompts\MC01Session3prompts0375.txt
dataset\audio\MC01Session3wav_headMic0376.wav,dataset\prompts\MC01Session3prompts0376.txt
dataset\audio\MC01Session3wav_headMic0377.wav,dataset\prompts\MC01Session3prompts0377.txt
dataset\audio\MC01Session3wav_headMic0378.wav,dataset\prompts\MC01Session3prompts0378.txt
dataset\audio\MC01Session3wav_headMic0379.wav,dataset\prompts\MC01Session3prompts0379.txt
dataset\audio\MC01Session3wav_headMic0380.wav,dataset\prompts\MC01Session3prompts0380.txt
dataset\audio\MC01Session3wav_headMic0381.wav,dataset\prompts\MC01Session3prompts0381.txt
dataset\audio\MC01Session3wav_headMic0382.wav,dataset\prompts\MC01Session3prompts0382.txt
dataset\audio\MC01Session3wav_headMic0383.wav,dataset\prompts\MC01Session3prompts0383.txt
dataset\audio\MC01Session3wav_headMic0384.wav,dataset\prompts\MC01Session3prompts0384.txt
dataset\audio\MC01Session3wav_headMic0385.wav,dataset\prompts\MC01Session3prompts0385.txt
dataset\audio\MC01Session3wav_headMic0386.wav,dataset\prompts\MC01Session3prompts0386.txt
dataset\audio\MC01Session3wav_headMic0387.wav,dataset\prompts\MC01Session3prompts0387.txt
dataset\audio\MC01Session3wav_headMic0388.wav,dataset\prompts\MC01Session3prompts0388.txt
dataset\audio\MC01Session3wav_headMic0389.wav,dataset\prompts\MC01Session3prompts0389.txt
dataset\audio\MC01Session3wav_headMic0390.wav,dataset\prompts\MC01Session3prompts0390.txt
dataset\audio\MC01Session3wav_headMic0391.wav,dataset\prompts\MC01Session3prompts0391.txt
dataset\audio\MC01Session3wav_headMic0392.wav,dataset\prompts\MC01Session3prompts0392.txt
dataset\audio\MC01Session3wav_headMic0393.wav,dataset\prompts\MC01Session3prompts0393.txt
dataset\audio\MC01Session3wav_headMic0394.wav,dataset\prompts\MC01Session3prompts0394.txt
dataset\audio\MC01Session3wav_headMic0395.wav,dataset\prompts\MC01Session3prompts0395.txt
dataset\audio\MC01Session3wav_headMic0396.wav,dataset\prompts\MC01Session3prompts0396.txt
dataset\audio\MC01Session3wav_headMic0397.wav,dataset\prompts\MC01Session3prompts0397.txt
dataset\audio\MC01Session3wav_headMic0398.wav,dataset\prompts\MC01Session3prompts0398.txt
dataset\audio\MC01Session3wav_headMic0399.wav,dataset\prompts\MC01Session3prompts0399.txt
dataset\audio\MC01Session3wav_headMic0400.wav,dataset\prompts\MC01Session3prompts0400.txt
dataset\audio\MC01Session3wav_headMic0401.wav,dataset\prompts\MC01Session3prompts0401.txt
dataset\audio\MC01Session3wav_headMic0402.wav,dataset\prompts\MC01Session3prompts0402.txt
dataset\audio\MC01Session3wav_headMic0403.wav,dataset\prompts\MC01Session3prompts0403.txt
dataset\audio\MC01Session3wav_headMic0404.wav,dataset\prompts\MC01Session3prompts0404.txt
dataset\audio\MC01Session3wav_headMic0405.wav,dataset\prompts\MC01Session3prompts0405.txt
dataset\audio\MC01Session3wav_headMic0406.wav,dataset\prompts\MC01Session3prompts0406.txt
dataset\audio\MC01Session3wav_headMic0407.wav,dataset\prompts\MC01Session3prompts0407.txt
dataset\audio\MC01Session3wav_headMic0408.wav,dataset\prompts\MC01Session3prompts0408.txt
dataset\audio\MC01Session3wav_headMic0409.wav,dataset\prompts\MC01Session3prompts0409.txt
dataset\audio\MC01Session3wav_headMic0410.wav,dataset\prompts\MC01Session3prompts0410.txt
dataset\audio\MC01Session3wav_headMic0411.wav,dataset\prompts\MC01Session3prompts0411.txt
dataset\audio\MC01Session3wav_headMic0412.wav,dataset\prompts\MC01Session3prompts0412.txt
dataset\audio\MC01Session3wav_headMic0413.wav,dataset\prompts\MC01Session3prompts0413.txt
dataset\audio\MC01Session3wav_headMic0414.wav,dataset\prompts\MC01Session3prompts0414.txt
dataset\audio\MC01Session3wav_headMic0415.wav,dataset\prompts\MC01Session3prompts0415.txt
dataset\audio\MC01Session3wav_headMic0416.wav,dataset\prompts\MC01Session3prompts0416.txt
dataset\audio\MC01Session3wav_headMic0417.wav,dataset\prompts\MC01Session3prompts0417.txt
dataset\audio\MC01Session3wav_headMic0418.wav,dataset\prompts\MC01Session3prompts0418.txt
dataset\audio\MC01Session3wav_headMic0419.wav,dataset\prompts\MC01Session3prompts0419.txt
dataset\audio\MC02Session1wav_headMic0001.wav,dataset\prompts\MC02Session1prompts0001.txt
dataset\audio\MC02Session1wav_headMic0002.wav,dataset\prompts\MC02Session1prompts0002.txt
dataset\audio\MC02Session1wav_headMic0003.wav,dataset\prompts\MC02Session1prompts0003.txt
dataset\audio\MC02Session1wav_headMic0004.wav,dataset\prompts\MC02Session1prompts0004.txt
dataset\audio\MC02Session1wav_headMic0005.wav,dataset\prompts\MC02Session1prompts0005.txt
dataset\audio\MC02Session1wav_headMic0006.wav,dataset\prompts\MC02Session1prompts0006.txt
dataset\audio\MC02Session1wav_headMic0007.wav,dataset\prompts\MC02Session1prompts0007.txt
dataset\audio\MC02Session1wav_headMic0008.wav,dataset\prompts\MC02Session1prompts0008.txt
dataset\audio\MC02Session1wav_headMic0009.wav,dataset\prompts\MC02Session1prompts0009.txt
dataset\audio\MC02Session1wav_headMic0010.wav,dataset\prompts\MC02Session1prompts0010.txt
dataset\audio\MC02Session1wav_headMic0011.wav,dataset\prompts\MC02Session1prompts0011.txt
dataset\audio\MC02Session1wav_headMic0012.wav,dataset\prompts\MC02Session1prompts0012.txt
dataset\audio\MC02Session1wav_headMic0013.wav,dataset\prompts\MC02Session1prompts0013.txt
dataset\audio\MC02Session1wav_headMic0014.wav,dataset\prompts\MC02Session1prompts0014.txt
dataset\audio\MC02Session1wav_headMic0015.wav,dataset\prompts\MC02Session1prompts0015.txt
dataset\audio\MC02Session1wav_headMic0016.wav,dataset\prompts\MC02Session1prompts0016.txt
dataset\audio\MC02Session1wav_headMic0017.wav,dataset\prompts\MC02Session1prompts0017.txt
dataset\audio\MC02Session1wav_headMic0018.wav,dataset\prompts\MC02Session1prompts0018.txt
dataset\audio\MC02Session1wav_headMic0019.wav,dataset\prompts\MC02Session1prompts0019.txt
dataset\audio\MC02Session1wav_headMic0020.wav,dataset\prompts\MC02Session1prompts0020.txt
dataset\audio\MC02Session1wav_headMic0021.wav,dataset\prompts\MC02Session1prompts0021.txt
dataset\audio\MC02Session1wav_headMic0022.wav,dataset\prompts\MC02Session1prompts0022.txt
dataset\audio\MC02Session1wav_headMic0023.wav,dataset\prompts\MC02Session1prompts0023.txt
dataset\audio\MC02Session1wav_headMic0024.wav,dataset\prompts\MC02Session1prompts0024.txt
dataset\audio\MC02Session1wav_headMic0025.wav,dataset\prompts\MC02Session1prompts0025.txt
dataset\audio\MC02Session1wav_headMic0026.wav,dataset\prompts\MC02Session1prompts0026.txt
dataset\audio\MC02Session1wav_headMic0027.wav,dataset\prompts\MC02Session1prompts0027.txt
dataset\audio\MC02Session1wav_headMic0028.wav,dataset\prompts\MC02Session1prompts0028.txt
dataset\audio\MC02Session1wav_headMic0029.wav,dataset\prompts\MC02Session1prompts0029.txt
dataset\audio\MC02Session1wav_headMic0030.wav,dataset\prompts\MC02Session1prompts0030.txt
dataset\audio\MC02Session1wav_headMic0031.wav,dataset\prompts\MC02Session1prompts0031.txt
dataset\audio\MC02Session1wav_headMic0032.wav,dataset\prompts\MC02Session1prompts0032.txt
dataset\audio\MC02Session1wav_headMic0033.wav,dataset\prompts\MC02Session1prompts0033.txt
dataset\audio\MC02Session1wav_headMic0034.wav,dataset\prompts\MC02Session1prompts0034.txt
dataset\audio\MC02Session1wav_headMic0035.wav,dataset\prompts\MC02Session1prompts0035.txt
dataset\audio\MC02Session1wav_headMic0036.wav,dataset\prompts\MC02Session1prompts0036.txt
dataset\audio\MC02Session1wav_headMic0037.wav,dataset\prompts\MC02Session1prompts0037.txt
dataset\audio\MC02Session1wav_headMic0038.wav,dataset\prompts\MC02Session1prompts0038.txt
dataset\audio\MC02Session1wav_headMic0039.wav,dataset\prompts\MC02Session1prompts0039.txt
dataset\audio\MC02Session1wav_headMic0040.wav,dataset\prompts\MC02Session1prompts0040.txt
dataset\audio\MC02Session1wav_headMic0041.wav,dataset\prompts\MC02Session1prompts0041.txt
dataset\audio\MC02Session1wav_headMic0042.wav,dataset\prompts\MC02Session1prompts0042.txt
dataset\audio\MC02Session1wav_headMic0043.wav,dataset\prompts\MC02Session1prompts0043.txt
dataset\audio\MC02Session1wav_headMic0044.wav,dataset\prompts\MC02Session1prompts0044.txt
dataset\audio\MC02Session1wav_headMic0045.wav,dataset\prompts\MC02Session1prompts0045.txt
dataset\audio\MC02Session1wav_headMic0046.wav,dataset\prompts\MC02Session1prompts0046.txt
dataset\audio\MC02Session1wav_headMic0047.wav,dataset\prompts\MC02Session1prompts0047.txt
dataset\audio\MC02Session1wav_headMic0048.wav,dataset\prompts\MC02Session1prompts0048.txt
dataset\audio\MC02Session1wav_headMic0049.wav,dataset\prompts\MC02Session1prompts0049.txt
dataset\audio\MC02Session1wav_headMic0050.wav,dataset\prompts\MC02Session1prompts0050.txt
dataset\audio\MC02Session1wav_headMic0051.wav,dataset\prompts\MC02Session1prompts0051.txt
dataset\audio\MC02Session1wav_headMic0052.wav,dataset\prompts\MC02Session1prompts0052.txt
dataset\audio\MC02Session1wav_headMic0053.wav,dataset\prompts\MC02Session1prompts0053.txt
