audio path,prompt
dataset\audio\MC03Session1wav_headMic0043.wav,share
dataset\audio\MC03Session1wav_headMic0044.wav,trade
dataset\audio\MC03Session1wav_headMic0045.wav,train
dataset\audio\MC03Session1wav_headMic0046.wav,feet
dataset\audio\MC03Session1wav_headMic0049.wav,jagged
dataset\audio\MC03Session1wav_headMic0050.wav,Twice each day he plays skillfully and with zest upon our small organ.
dataset\audio\MC03Session1wav_headMic0051.wav,dagger
dataset\audio\MC03Session1wav_headMic0052.wav,You wished to know all about my grandfather.
dataset\audio\MC03Session1wav_headMic0053.wav,corn
dataset\audio\MC03Session1wav_headMic0054.wav,double
dataset\audio\MC03Session1wav_headMic0055.wav,rate
dataset\audio\MC03Session1wav_headMic0056.wav,feed
dataset\audio\MC03Session1wav_headMic0057.wav,yet he still thinks as swiftly as ever.
dataset\audio\MC03Session1wav_headMic0058.wav,sheet
dataset\audio\MC03Session1wav_headMic0059.wav,sip
dataset\audio\MC03Session1wav_headMic0060.wav,"A long, flowing beard clings to his chin,"
dataset\audio\MC03Session1wav_headMic0063.wav,warm
dataset\audio\MC03Session1wav_headMic0064.wav,usually minus several buttons;
dataset\audio\MC03Session1wav_headMic0065.wav,spark
dataset\audio\MC03Session1wav_headMic0066.wav,The quick brown fox jumps over the lazy dog.
dataset\audio\MC03Session1wav_headMic0067.wav,slip
dataset\audio\MC03Session1wav_headMic0069.wav,up
dataset\audio\MC03Session1wav_headMic0070.wav,swarm
dataset\audio\MC03Session1wav_headMic0071.wav,floor
dataset\audio\MC03Session1wav_headMic0072.wav,air
dataset\audio\MC03Session1wav_headMic0073.wav,no
dataset\audio\MC03Session1wav_headMic0074.wav,race
dataset\audio\MC03Session1wav_headMic0076.wav,he slowly takes a short walk in the open air each day.
dataset\audio\MC03Session1wav_headMic0077.wav,"he dresses himself in an ancient black frock coat,"
dataset\audio\MC03Session1wav_headMic0078.wav,gadget
dataset\audio\MC03Session1wav_headMic0079.wav,fee
dataset\audio\MC03Session1wav_headMic0080.wav,beat
dataset\audio\MC03Session1wav_headMic0081.wav,sip
dataset\audio\MC03Session1wav_headMic0082.wav,"Except in the winter when the ooze or snow or ice prevents,"
dataset\audio\MC03Session1wav_headMic0083.wav,giving those who observe him a pronounced feeling of the utmost respect.
dataset\audio\MC03Session1wav_headMic0084.wav,for
dataset\audio\MC03Session1wav_headMic0085.wav,torn
dataset\audio\MC03Session1wav_headMic0087.wav,one
dataset\audio\MC03Session1wav_headMic0088.wav,ship
dataset\audio\MC03Session1wav_headMic0089.wav,She had your dark suit in greasy wash water all year.
dataset\audio\MC03Session1wav_headMic0090.wav,beat
dataset\audio\MC03Session1wav_headMic0091.wav,alpha
dataset\audio\MC03Session1wav_headMic0092.wav,"We have often urged him to walk more and smoke less,"
dataset\audio\MC03Session1wav_headMic0093.wav,store
dataset\audio\MC03Session1wav_headMic0094.wav,knew
dataset\audio\MC03Session1wav_headMic0095.wav,raid
dataset\audio\MC03Session1wav_headMic0096.wav,Don't ask me to carry an oily rag like that.
dataset\audio\MC03Session1wav_headMic0097.wav,the
dataset\audio\MC03Session1wav_headMic0098.wav,down
dataset\audio\MC03Session1wav_headMic0099.wav,warm
dataset\audio\MC03Session1wav_headMic0100.wav,pat
dataset\audio\MC03Session1wav_headMic0101.wav,born
dataset\audio\MC03Session1wav_headMic0102.wav,glow
dataset\audio\MC03Session1wav_headMic0103.wav,go
dataset\audio\MC03Session1wav_headMic0104.wav,storm
dataset\audio\MC03Session1wav_headMic0105.wav,bug
dataset\audio\MC03Session1wav_headMic0106.wav,horn
dataset\audio\MC03Session1wav_headMic0107.wav,dug
dataset\audio\MC03Session1wav_headMic0108.wav,air
dataset\audio\MC03Session1wav_headMic0111.wav,knee
dataset\audio\MC03Session1wav_headMic0112.wav,Grandfather likes to be modern in his language.
dataset\audio\MC03Session1wav_headMic0114.wav,stick
dataset\audio\MC03Session1wav_headMic0116.wav,trait
dataset\audio\MC03Session1wav_headMic0117.wav,knew
dataset\audio\MC03Session1wav_headMic0118.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle."
dataset\audio\MC03Session1wav_headMic0120.wav,hair
dataset\audio\MC03Session1wav_headMic0121.wav,storm
dataset\audio\MC03Session1wav_headMic0122.wav,tip
dataset\audio\MC03Session1wav_headMic0123.wav,rain
dataset\audio\MC03Session1wav_headMic0124.wav,stubble
dataset\audio\MC03Session1wav_headMic0125.wav,"but he always answers, ""Banana oil!"""
dataset\audio\MC03Session1wav_headMic0126.wav,hate
dataset\audio\MC03Session1wav_headMic0127.wav,select
dataset\audio\MC03Session1wav_headMic0128.wav,One validated acts of school districts.
dataset\audio\MC03Session1wav_headMic0129.wav,The humidity is overwhelming there.
dataset\audio\MC03Session1wav_headMic0130.wav,bad
dataset\audio\MC03Session1wav_headMic0131.wav,witch
dataset\audio\MC03Session1wav_headMic0132.wav,The islands are sparsely populated.
dataset\audio\MC03Session1wav_headMic0133.wav,hear
dataset\audio\MC03Session1wav_headMic0134.wav,bear
dataset\audio\MC03Session1wav_headMic0135.wav,fate
dataset\audio\MC03Session1wav_headMic0136.wav,Will Robin wear a yellow lily?
dataset\audio\MC03Session1wav_headMic0137.wav,no
dataset\audio\MC03Session1wav_headMic0138.wav,slip
dataset\audio\MC03Session1wav_headMic0139.wav,Two other cases also were under advisement.
dataset\audio\MC03Session1wav_headMic0140.wav,group
dataset\audio\MC03Session1wav_headMic0141.wav,Their house is grey and white.
dataset\audio\MC03Session1wav_headMic0142.wav,fear
dataset\audio\MC03Session1wav_headMic0143.wav,Both figures would go higher in later years.
dataset\audio\MC03Session1wav_headMic0144.wav,jungle
dataset\audio\MC03Session1wav_headMic0145.wav,dot
dataset\audio\MC03Session1wav_headMic0146.wav,suit
dataset\audio\MC03Session1wav_headMic0147.wav,slay
dataset\audio\MC03Session1wav_headMic0148.wav,pad
dataset\audio\MC03Session1wav_headMic0149.wav,We gathered shells on the beach.
dataset\audio\MC03Session1wav_headMic0150.wav,write
dataset\audio\MC03Session1wav_headMic0151.wav,write
dataset\audio\MC03Session1wav_headMic0152.wav,I looked up and noticed two old men.
dataset\audio\MC03Session1wav_headMic0153.wav,troop
dataset\audio\MC03Session1wav_headMic0154.wav,"If you destroy confidence in banks, you do something to the economy, he said."
dataset\audio\MC03Session1wav_headMic0155.wav,ate
dataset\audio\MC03Session1wav_headMic0156.wav,bat
dataset\audio\MC03Session1wav_headMic0157.wav,Bright sunshine shimmers on the ocean.
dataset\audio\MC03Session1wav_headMic0158.wav,floor
dataset\audio\MC03Session1wav_headMic0159.wav,know
dataset\audio\MC03Session1wav_headMic0162.wav,three
dataset\audio\MC03Session1wav_headMic0163.wav,galore
dataset\audio\MC03Session1wav_headMic0164.wav,play
dataset\audio\MC03Session1wav_headMic0165.wav,sigh
dataset\audio\MC03Session1wav_headMic0166.wav,wish
dataset\audio\MC03Session1wav_headMic0167.wav,You'd be better off taking a cold shower.
dataset\audio\MC03Session1wav_headMic0168.wav,They carried me off on the stretcher.
dataset\audio\MC03Session1wav_headMic0169.wav,cycle
dataset\audio\MC03Session1wav_headMic0170.wav,Jane may earn more money by working hard.
dataset\audio\MC03Session1wav_headMic0171.wav,single
dataset\audio\MC03Session1wav_headMic0172.wav,air
dataset\audio\MC03Session1wav_headMic0173.wav,rocks
dataset\audio\MC03Session1wav_headMic0174.wav,gnaw
dataset\audio\MC03Session1wav_headMic0175.wav,pot
dataset\audio\MC03Session1wav_headMic0176.wav,You're used to being on the field.
dataset\audio\MC03Session1wav_headMic0177.wav,white
dataset\audio\MC03Session1wav_headMic0178.wav,droop
dataset\audio\MC03Session1wav_headMic0179.wav,area
dataset\audio\MC03Session1wav_headMic0180.wav,"Everything went real smooth, the sheriff said."
dataset\audio\MC03Session1wav_headMic0183.wav,Just one side got wet.
dataset\audio\MC03Session1wav_headMic0184.wav,rock
dataset\audio\MC03Session1wav_headMic0185.wav,shoot
dataset\audio\MC03Session1wav_headMic0186.wav,sleep
dataset\audio\MC03Session1wav_headMic0187.wav,we're
dataset\audio\MC03Session1wav_headMic0188.wav,error
dataset\audio\MC03Session1wav_headMic0189.wav,root
dataset\audio\MC03Session1wav_headMic0190.wav,I feel I can play this weekend.
dataset\audio\MC03Session1wav_headMic0191.wav,sigh
dataset\audio\MC03Session1wav_headMic0192.wav,light
dataset\audio\MC03Session1wav_headMic0193.wav,steer
dataset\audio\MC03Session1wav_headMic0194.wav,knew
dataset\audio\MC03Session1wav_headMic0195.wav,cheer
dataset\audio\MC03Session1wav_headMic0196.wav,tile
dataset\audio\MC03Session1wav_headMic0197.wav,sigh
dataset\audio\MC03Session1wav_headMic0198.wav,Mother sews yellow gingham aprons.
dataset\audio\MC03Session1wav_headMic0199.wav,I just try to do my best.
dataset\audio\MC03Session1wav_headMic0200.wav,He will allow a rare lie.
dataset\audio\MC03Session1wav_headMic0201.wav,slip
dataset\audio\MC03Session1wav_headMic0202.wav,I was conscious all the time.
dataset\audio\MC03Session1wav_headMic0203.wav,snoop
dataset\audio\MC03Session1wav_headMic0204.wav,knot
dataset\audio\MC03Session1wav_headMic0205.wav,I tried to tell people in the community.
dataset\audio\MC03Session1wav_headMic0206.wav,Nothing is as offensive as innocence.
dataset\audio\MC03Session1wav_headMic0207.wav,peer
dataset\audio\MC03Session1wav_headMic0208.wav,of
dataset\audio\MC03Session1wav_headMic0209.wav,fruit
dataset\audio\MC03Session1wav_headMic0210.wav,loop
dataset\audio\MC03Session1wav_headMic0211.wav,Where were you while we were away?
dataset\audio\MC03Session1wav_headMic0212.wav,here
dataset\audio\MC03Session1wav_headMic0213.wav,prior
dataset\audio\MC03Session1wav_headMic0214.wav,thigh
dataset\audio\MC03Session1wav_headMic0215.wav,All the big baseball players get traded.
dataset\audio\MC03Session1wav_headMic0216.wav,All the big baseball players get traded.
dataset\audio\MC03Session1wav_headMic0217.wav,briar
dataset\audio\MC03Session1wav_headMic0218.wav,mere
dataset\audio\MC03Session1wav_headMic0219.wav,back
dataset\audio\MC03Session1wav_headMic0220.wav,coupe
dataset\audio\MC03Session1wav_headMic0221.wav,She is thinner than I am.
dataset\audio\MC03Session1wav_headMic0222.wav,Are your grades higher or lower than Nancy's?
dataset\audio\MC03Session1wav_headMic0223.wav,delta
dataset\audio\MC03Session1wav_headMic0224.wav,mut
dataset\audio\MC03Session1wav_headMic0225.wav,tie
dataset\audio\MC03Session1wav_headMic0226.wav,My sister made the flowered curtains.
dataset\audio\MC03Session1wav_headMic0227.wav,pile
dataset\audio\MC03Session1wav_headMic0228.wav,pay
dataset\audio\MC03Session1wav_headMic0229.wav,charlie
dataset\audio\MC03Session1wav_headMic0230.wav,near
dataset\audio\MC03Session1wav_headMic0231.wav,urgent
dataset\audio\MC03Session1wav_headMic0232.wav,four
dataset\audio\MC03Session1wav_headMic0233.wav,menu
dataset\audio\MC03Session1wav_headMic0234.wav,pat
dataset\audio\MC03Session1wav_headMic0235.wav,though
dataset\audio\MC03Session1wav_headMic0236.wav,boot
dataset\audio\MC03Session1wav_headMic0237.wav,sway
dataset\audio\MC03Session1wav_headMic0238.wav,The train approached the depot slowly.
dataset\audio\MC03Session1wav_headMic0239.wav,much
dataset\audio\MC03Session1wav_headMic0240.wav,shear
dataset\audio\MC03Session1wav_headMic0241.wav,explore
dataset\audio\MC03Session1wav_headMic0242.wav,suit
dataset\audio\MC03Session1wav_headMic0243.wav,toot
dataset\audio\MC03Session1wav_headMic0244.wav,forward
dataset\audio\MC03Session1wav_headMic0245.wav,yes
dataset\audio\MC03Session1wav_headMic0246.wav,I scrubbed the floors thoroughly.
dataset\audio\MC03Session1wav_headMic0247.wav,bad
dataset\audio\MC03Session1wav_headMic0248.wav,whoop
dataset\audio\MC03Session1wav_headMic0249.wav,sprinkle
dataset\audio\MC03Session1wav_headMic0250.wav,lip
dataset\audio\MC03Session1wav_headMic0251.wav,write
dataset\audio\MC03Session1wav_headMic0252.wav,This was easy for us.
dataset\audio\MC03Session1wav_headMic0253.wav,deer
dataset\audio\MC03Session1wav_headMic0254.wav,side
dataset\audio\MC03Session1wav_headMic0255.wav,Why yell or worry over silly items?
dataset\audio\MC03Session1wav_headMic0256.wav,ate
dataset\audio\MC03Session1wav_headMic0257.wav,mike
dataset\audio\MC03Session1wav_headMic0258.wav,spain
dataset\audio\MC03Session1wav_headMic0259.wav,hotel
dataset\audio\MC03Session1wav_headMic0260.wav,rich
dataset\audio\MC03Session1wav_headMic0261.wav,him
dataset\audio\MC03Session1wav_headMic0262.wav,Students watched as he got out.
dataset\audio\MC03Session1wav_headMic0264.wav,leak
dataset\audio\MC03Session1wav_headMic0265.wav,spit
dataset\audio\MC03Session1wav_headMic0266.wav,mush
dataset\audio\MC03Session1wav_headMic0267.wav,sign
dataset\audio\MC03Session1wav_headMic0268.wav,seven
dataset\audio\MC03Session1wav_headMic0269.wav,leak
dataset\audio\MC03Session1wav_headMic0270.wav,dart
dataset\audio\MC03Session1wav_headMic0271.wav,hark
dataset\audio\MC03Session1wav_headMic0272.wav,hum
dataset\audio\MC03Session1wav_headMic0273.wav,He wrapped the package hastily.
dataset\audio\MC03Session1wav_headMic0274.wav,I have had my bell rung.
dataset\audio\MC03Session1wav_headMic0275.wav,pitting
dataset\audio\MC03Session1wav_headMic0276.wav,pretty
dataset\audio\MC03Session1wav_headMic0277.wav,The box contained three sweaters.
dataset\audio\MC03Session1wav_headMic0278.wav,fat
dataset\audio\MC03Session1wav_headMic0279.wav,thorn
dataset\audio\MC03Session1wav_headMic0280.wav,Both injuries were to the same leg.
dataset\audio\MC03Session1wav_headMic0281.wav,Both injuries were to the same leg.
dataset\audio\MC03Session1wav_headMic0282.wav,Both injuries were to the same leg.
dataset\audio\MC03Session1wav_headMic0283.wav,sigh
dataset\audio\MC03Session1wav_headMic0284.wav,heart
dataset\audio\MC03Session1wav_headMic0285.wav,tell
dataset\audio\MC03Session1wav_headMic0286.wav,no
dataset\audio\MC03Session1wav_headMic0287.wav,hill
dataset\audio\MC03Session1wav_headMic0288.wav,yes
dataset\audio\MC03Session1wav_headMic0289.wav,The misguided souls have lost their way.
dataset\audio\MC03Session1wav_headMic0290.wav,This is a period of transition for me.
dataset\audio\MC03Session1wav_headMic0291.wav,fitting
dataset\audio\MC03Session1wav_headMic0292.wav,fat
dataset\audio\MC03Session1wav_headMic0293.wav,seeds
dataset\audio\MC03Session1wav_headMic0294.wav,eight
dataset\audio\MC03Session1wav_headMic0295.wav,side
dataset\audio\MC03Session1wav_headMic0296.wav,lair
dataset\audio\MC03Session1wav_headMic0297.wav,knitting
dataset\audio\MC03Session1wav_headMic0298.wav,darn
dataset\audio\MC03Session1wav_headMic0299.wav,He further proposed grants of an unspecified sum for experimental hospitals.
dataset\audio\MC03Session1wav_headMic0300.wav,thought
dataset\audio\MC03Session1wav_headMic0301.wav,lick
dataset\audio\MC03Session1wav_headMic0302.wav,"When all else fails, use force."
dataset\audio\MC03Session1wav_headMic0303.wav,pit
dataset\audio\MC03Session1wav_headMic0304.wav,The museum hires musicians every evening.
dataset\audio\MC03Session1wav_headMic0305.wav,I expect we'll bounce back this week.
dataset\audio\MC03Session1wav_headMic0306.wav,vat
dataset\audio\MC03Session1wav_headMic0307.wav,bitten
dataset\audio\MC03Session1wav_headMic0308.wav,A roll of wire lay near the wall.
dataset\audio\MC03Session1wav_headMic0309.wav,A roll of wire lay near the wall.
dataset\audio\MC03Session1wav_headMic0310.wav,Alimony harms a divorced man's wealth.
dataset\audio\MC03Session1wav_headMic0311.wav,We rode horseback to the farm.
dataset\audio\MC03Session1wav_headMic0312.wav,Alfalfa is healthy for you.
dataset\audio\MC03Session1wav_headMic0313.wav,lima
dataset\audio\MC03Session1wav_headMic0314.wav,much
dataset\audio\MC03Session1wav_headMic0315.wav,five
dataset\audio\MC03Session1wav_headMic0316.wav,It eventually became a rather proud claim.
dataset\audio\MC03Session1wav_headMic0317.wav,nine
dataset\audio\MC03Session1wav_headMic0318.wav,kitten
dataset\audio\MC03Session1wav_headMic0319.wav,Carl lives in a lively home.
dataset\audio\MC03Session1wav_headMic0320.wav,loyal
dataset\audio\MC03Session1wav_headMic0322.wav,hat
dataset\audio\MC03Session1wav_headMic0323.wav,papa
dataset\audio\MC03Session1wav_headMic0324.wav,oscar
dataset\audio\MC03Session1wav_headMic0325.wav,spark
dataset\audio\MC03Session1wav_headMic0326.wav,leak
dataset\audio\MC03Session1wav_headMic0327.wav,sitting
dataset\audio\MC03Session1wav_headMic0328.wav,at
dataset\audio\MC03Session1wav_headMic0329.wav,at
dataset\audio\MC03Session1wav_headMic0330.wav,hitting
dataset\audio\MC03Session1wav_headMic0331.wav,Nothing has been done yet to take advantage of the enabling legislation.
dataset\audio\MC03Session1wav_headMic0332.wav,cake
dataset\audio\MC03Session1wav_headMic0333.wav,Aluminum silverware can often be flimsy.
dataset\audio\MC03Session1wav_headMic0334.wav,park
dataset\audio\MC03Session1wav_headMic0335.wav,bloat
dataset\audio\MC03Session1wav_headMic0336.wav,part
dataset\audio\MC03Session1wav_headMic0337.wav,"If you are losing water, replace it immediately."
dataset\audio\MC03Session1wav_headMic0338.wav,barn
dataset\audio\MC03Session1wav_headMic0339.wav,The dolphins swam around our boat.
dataset\audio\MC03Session1wav_headMic0340.wav,"She wore warm, fleecy, woolen overalls."
dataset\audio\MC03Session1wav_headMic0341.wav,Swing your arm as high as you can.
dataset\audio\MC03Session1wav_headMic0342.wav,This is not a program of socialized medicine.
dataset\audio\MC03Session1wav_headMic0343.wav,fill
dataset\audio\MC03Session1wav_headMic0344.wav,him
dataset\audio\MC03Session1wav_headMic0345.wav,witch
dataset\audio\MC03Session1wav_headMic0346.wav,reek
dataset\audio\MC03Session1wav_headMic0347.wav,seed
dataset\audio\MC03Session1wav_headMic0348.wav,take
dataset\audio\MC03Session1wav_headMic0349.wav,november
dataset\audio\MC03Session1wav_headMic0350.wav,at
dataset\audio\MC03Session1wav_headMic0351.wav,echo
dataset\audio\MC03Session1wav_headMic0352.wav,The little schoolhouse stood empty.
dataset\audio\MC03Session1wav_headMic0353.wav,six
